userId,timestamp,merchantName,amount
70,2025-02-28 12:26:21.038839,BestBuy,48.17
45,2025-02-04 19:58:15.038839,eBay,101.54
75,2025-02-16 15:38:53.038839,Target,285.9
18,2025-02-19 22:30:06.038839,Apple Store,261.75
59,2025-02-08 03:36:21.038839,eBay,189.93
41,2025-02-09 14:43:19.038839,Starbucks,202.26
89,2025-02-09 14:43:23.038839,Amazon,141.72
67,2025-02-27 19:36:20.038839,Walmart,167.22
41,2025-02-25 12:55:50.038839,Walmart,207.54
81,2025-03-23 02:16:37.103617,Starbucks,158.18
10,2025-03-24 02:16:37.181461,Walmart,36.46
60,2025-02-19 07:25:35.038839,eBay,257.09
35,2025-02-14 19:52:10.038839,Starbucks,282.98
6,2025-02-22 17:31:40.038839,Target,122.78
2,2025-02-08 14:30:45.038839,Target,246.15
34,2025-02-25 18:41:33.038839,Walmart,434.57
84,2025-02-26 06:41:51.038839,Walmart,302.89
59,2025-03-03 04:37:01.038839,Adidas,102.18
38,2025-02-18 07:40:08.038839,Walmart,415.46
22,2025-02-10 04:42:47.038839,Nike,418.25
62,2025-02-27 15:36:09.038839,Nike,483.91
71,2025-02-27 16:30:15.038839,BestBuy,187.33
34,2025-02-04 07:25:24.038839,Adidas,76.04
14,2025-02-17 22:33:27.038839,Starbucks,193.34
83,2025-02-27 01:39:11.038839,eBay,412.77
39,2025-02-21 05:44:45.038839,eBay,67.82
45,2025-02-02 17:05:11.038839,BestBuy,464.85
23,2025-02-07 20:54:44.038839,Costco,404.57
11,2025-02-21 07:48:08.038839,Apple Store,23.17
40,2025-02-25 16:44:32.038839,Starbucks,72.17
44,2025-02-03 22:23:53.038839,Amazon,54.82
27,2025-02-18 09:09:42.038839,Walmart,395.19
5,2025-02-24 04:12:42.038839,eBay,42.83
23,2025-03-02 06:49:17.038839,eBay,494.83
91,2025-02-06 02:46:40.038839,Costco,195.47
3,2025-02-04 02:00:50.038839,Adidas,79.85
3,2025-02-22 00:07:43.038839,eBay,469.67
35,2025-02-17 16:26:13.038839,eBay,411.26
35,2025-02-06 00:44:01.038839,Apple Store,66.39
14,2025-02-20 04:43:14.038839,Amazon,343.59
52,2025-02-13 01:20:02.038839,Walmart,365.94
58,2025-02-17 23:21:52.038839,BestBuy,420.12
10,2025-03-02 11:26:15.038839,eBay,143.58
4,2025-03-18 02:16:37.152515,Nike,272.74
48,2025-02-13 12:07:28.038839,Walmart,280.28
3,2025-02-20 00:29:01.038839,Apple Store,89.72
76,2025-02-16 19:00:28.038839,Nike,38.76
8,2025-02-06 20:11:42.038839,Starbucks,202.76
59,2025-02-22 11:39:16.038839,Costco,405.42
58,2025-02-19 18:10:55.038839,Walmart,101.08
62,2025-02-11 21:58:25.038839,Costco,52.67
39,2025-02-03 10:50:29.038839,eBay,380.12
50,2025-03-02 13:13:26.038839,Amazon,257.82
64,2025-02-24 22:03:49.038839,Adidas,127.44
94,2025-03-03 16:02:46.038839,Costco,444.55
87,2025-02-20 20:35:04.038839,Costco,43.82
21,2025-02-05 16:40:19.038839,Adidas,95.73
89,2025-02-13 05:27:36.038839,Target,308.95
19,2025-02-18 20:25:29.038839,Apple Store,55.51
48,2025-02-28 03:05:49.038839,Walmart,95.85
33,2025-02-14 12:04:02.038839,Target,308.88
34,2025-02-14 05:31:41.038839,Apple Store,278.26
74,2025-02-15 16:22:42.038839,Costco,107.34
8,2025-02-03 14:14:00.038839,Amazon,208.86
37,2025-02-20 07:43:56.038839,Adidas,266.55
68,2025-02-15 03:17:16.038839,Costco,492.46
72,2025-02-23 14:04:59.038839,Target,448.86
79,2025-02-12 09:38:28.038839,Apple Store,154.61
43,2025-02-12 09:38:54.038839,Adidas,6.48
94,2025-02-03 06:50:47.038839,Walmart,167.02
88,2025-03-03 12:29:06.038839,Amazon,215.11
90,2025-02-19 15:09:21.038839,BestBuy,386.27
10,2025-02-16 13:11:50.038839,Costco,8.25
21,2025-02-12 06:39:30.038839,Adidas,350.15
94,2025-02-28 06:48:51.038839,eBay,137.12
60,2025-02-03 00:24:32.038839,BestBuy,386.63
73,2025-02-13 11:58:51.038839,Apple Store,28.77
33,2025-02-03 03:50:45.038839,eBay,107.28
61,2025-02-23 15:16:40.038839,Amazon,435.33
97,2025-02-02 21:36:33.038839,Target,49.01
35,2025-02-21 21:15:49.038839,Starbucks,398.64
99,2025-02-19 12:53:43.038839,Starbucks,29.67
11,2025-02-10 18:34:51.038839,Starbucks,479.98
33,2025-02-22 08:35:51.038839,Amazon,257.84
52,2025-02-04 00:20:38.038839,Costco,24.0
47,2025-02-04 00:21:04.038839,Nike,487.75
64,2025-02-24 11:59:03.038839,BestBuy,229.16
71,2025-02-10 15:41:03.038839,Walmart,398.2
75,2025-03-21 02:16:37.187285,Starbucks,489.08
80,2025-02-16 14:29:59.038839,Adidas,419.02
68,2025-02-03 16:31:04.038839,eBay,128.52
86,2025-02-10 07:53:36.038839,Starbucks,495.36
20,2025-02-14 00:11:00.038839,Adidas,96.28
82,2025-02-17 16:22:12.038839,Costco,363.93
26,2025-02-24 19:00:26.038839,Costco,80.97
80,2025-02-24 14:50:59.038839,Adidas,408.79
45,2025-02-19 02:22:50.038839,Starbucks,438.13
6,2025-02-20 09:23:35.038839,Amazon,9.18
75,2025-03-03 14:36:06.038839,Adidas,435.39
42,2025-02-24 05:41:35.038839,Nike,27.12
94,2025-02-28 10:34:14.038839,eBay,315.1
13,2025-02-06 02:21:37.038839,Starbucks,180.48
45,2025-02-03 09:45:21.038839,BestBuy,478.12
21,2025-02-20 03:13:52.038839,Adidas,444.39
95,2025-02-04 22:21:03.038839,Nike,217.05
62,2025-02-22 08:31:33.038839,eBay,11.69
96,2025-02-13 05:48:20.038839,eBay,252.09
97,2025-02-14 11:08:39.038839,Costco,29.35
97,2025-02-23 11:48:30.038839,BestBuy,122.73
51,2025-02-13 14:05:04.038839,Apple Store,355.64
28,2025-02-13 13:15:27.038839,Adidas,358.94
60,2025-02-24 20:28:08.038839,Amazon,181.78
64,2025-02-05 10:00:38.038839,Walmart,199.72
69,2025-03-02 18:06:37.038839,Apple Store,396.18
34,2025-02-17 00:33:06.038839,Nike,44.14
89,2025-03-02 18:30:59.038839,Nike,256.09
75,2025-02-17 15:50:30.038839,BestBuy,403.08
91,2025-02-02 17:38:55.038839,Amazon,346.03
52,2025-03-02 18:04:38.038839,Apple Store,262.84
27,2025-02-12 16:20:41.038839,Target,1462.7476852636896
20,2025-02-09 22:10:16.038839,Nike,378.25
68,2025-02-18 10:25:47.038839,Apple Store,286.53
12,2025-02-06 22:44:16.038839,Costco,375.82
17,2025-02-09 17:46:16.038839,Apple Store,379.97
3,2025-02-13 20:47:56.038839,Amazon,376.65
74,2025-02-13 19:51:43.038839,Starbucks,145.27
20,2025-02-08 13:34:25.038839,Apple Store,3.14
94,2025-03-02 03:09:53.038839,Amazon,236.01
31,2025-02-05 03:21:05.038839,Apple Store,239.8
43,2025-02-23 00:10:26.038839,Apple Store,426.73
97,2025-02-18 13:06:03.038839,Adidas,18.18
65,2025-02-11 08:40:54.038839,Amazon,460.53
66,2025-02-20 03:13:32.038839,BestBuy,68.45
27,2025-02-02 10:29:59.038839,Amazon,288.17
83,2025-03-16 02:16:37.102308,Amazon,289.7
38,2025-02-19 03:38:55.038839,Starbucks,383.64
15,2025-02-16 22:14:19.038839,Costco,202.94
26,2025-02-20 09:46:54.038839,Amazon,481.34
4,2025-02-19 01:51:53.038839,Nike,2161.5375249020512
57,2025-02-06 15:10:31.038839,eBay,43.18
92,2025-02-16 12:14:38.038839,Apple Store,319.65
15,2025-02-16 23:02:27.038839,Amazon,443.79
18,2025-02-23 22:49:11.038839,Costco,51.1
48,2025-02-06 22:38:05.038839,Amazon,471.3
19,2025-03-02 23:01:21.038839,BestBuy,348.5
40,2025-02-18 17:49:17.038839,Starbucks,21.2
73,2025-02-20 15:44:09.038839,eBay,237.83
9,2025-02-26 06:39:18.038839,Starbucks,426.77
21,2025-03-03 18:54:46.038839,Nike,428.78
29,2025-02-02 09:52:32.038839,Amazon,233.45
82,2025-02-24 22:09:08.038839,Target,1832.5582086534441
6,2025-02-24 10:53:14.038839,Starbucks,147.81
67,2025-02-19 04:51:34.038839,Nike,87.6
54,2025-02-15 08:39:15.038839,Costco,45.52
87,2025-02-17 15:19:35.038839,Nike,142.7
36,2025-02-17 21:05:56.038839,BestBuy,213.86
18,2025-02-18 01:09:41.038839,Starbucks,50.37
18,2025-02-07 00:00:42.038839,Apple Store,313.36
17,2025-02-09 10:20:23.038839,Adidas,203.55
30,2025-03-21 02:16:37.117031,Starbucks,144.54
92,2025-03-03 20:47:41.038839,BestBuy,268.62
97,2025-02-07 07:06:35.038839,Target,216.25
47,2025-02-06 21:50:22.038839,Costco,306.36
30,2025-02-03 04:35:53.038839,Adidas,404.32
38,2025-02-27 02:00:51.038839,Starbucks,73.58
4,2025-02-18 10:51:18.038839,Starbucks,482.18
44,2025-02-23 15:41:05.038839,Walmart,131.5
25,2025-02-20 01:50:07.038839,UnknownMerchantXYZ,95.14
90,2025-02-16 06:35:49.038839,Apple Store,215.12
34,2025-02-18 18:23:54.038839,Costco,284.65
81,2025-02-22 14:35:16.038839,Target,145.73
51,2025-02-02 13:20:01.038839,Amazon,394.93
3,2025-02-08 21:10:44.038839,BestBuy,335.44
58,2025-02-11 20:06:52.038839,Apple Store,446.19
29,2025-02-11 20:07:12.038839,BestBuy,251.6
84,2025-03-07 02:16:37.121546,BestBuy,393.05
9,2025-02-13 15:20:25.038839,Walmart,277.44
36,2025-03-25 02:16:37.153463,Costco,196.89
43,2025-02-03 11:55:26.038839,Target,63.26
95,2025-03-03 03:50:45.038839,eBay,61.8
73,2025-02-21 10:56:37.038839,Walmart,245.06
81,2025-02-20 22:53:18.038839,Costco,435.48
72,2025-02-04 02:53:40.038839,Starbucks,200.8
42,2025-02-16 20:48:06.038839,Costco,229.9
26,2025-03-02 07:09:23.038839,Amazon,486.06
47,2025-03-01 02:42:13.038839,BestBuy,319.82
38,2025-02-26 00:59:51.038839,Apple Store,74.4
35,2025-02-17 05:17:34.038839,Target,74.95
55,2025-02-26 19:53:42.038839,Starbucks,370.08
8,2025-03-01 19:00:31.038839,Walmart,211.93
6,2025-02-25 12:53:45.038839,BestBuy,237.21
71,2025-02-18 16:56:04.038839,Starbucks,489.94
26,2025-02-25 03:56:39.038839,Adidas,359.63
70,2025-02-22 02:11:36.038839,Nike,344.41
62,2025-02-08 12:53:50.038839,Amazon,166.77
36,2025-02-13 04:00:49.038839,eBay,114.84
56,2025-03-02 07:20:47.038839,Apple Store,141.38
10,2025-02-22 05:16:52.038839,Starbucks,226.22
76,2025-02-22 18:15:28.038839,Amazon,431.98
1,2025-02-12 10:12:21.038839,Adidas,473.89
7,2025-02-15 18:27:17.038839,Target,41.35
33,2025-02-10 05:12:24.038839,Costco,247.43
13,2025-02-16 10:35:29.038839,Adidas,315.43
47,2025-02-24 04:44:32.038839,Amazon,348.04
72,2025-02-15 15:15:26.038839,Nike,326.96
57,2025-02-25 11:47:46.038839,Costco,429.62
21,2025-02-22 19:06:50.038839,Costco,414.27
88,2025-02-20 16:37:33.038839,Costco,298.48
53,2025-02-26 18:03:46.038839,Amazon,44.94
92,2025-02-22 12:31:53.038839,Target,54.5
33,2025-02-24 19:16:20.038839,Amazon,26.18
97,2025-02-02 13:11:57.038839,Apple Store,221.0
23,2025-02-14 11:38:18.038839,Apple Store,156.97
74,2025-02-02 07:04:21.038839,Starbucks,13.19
5,2025-02-15 09:56:35.038839,Starbucks,85.65
7,2025-02-03 12:52:42.038839,Target,164.86
52,2025-02-24 01:29:40.038839,eBay,137.76
61,2025-02-13 10:51:03.038839,Costco,253.52
1,2025-02-15 15:38:44.038839,Target,227.03
94,2025-02-09 23:03:53.038839,eBay,387.8
86,2025-02-16 00:26:08.038839,Adidas,2490.382187530986
73,2025-02-17 18:08:43.038839,eBay,185.29
94,2025-02-15 14:30:55.038839,Walmart,26.24
77,2025-02-25 17:19:57.038839,Nike,187.71
8,2025-02-23 03:05:55.038839,BestBuy,350.46
80,2025-02-25 17:38:36.038839,Amazon,486.47
21,2025-02-25 14:06:59.038839,Starbucks,130.18
87,2025-02-23 02:25:08.038839,Target,2137.4805509503117
3,2025-02-26 06:41:02.038839,Amazon,155.76
76,2025-02-21 00:41:14.038839,Costco,287.28
24,2025-02-15 01:37:23.038839,BestBuy,286.85
31,2025-02-07 00:53:43.038839,Costco,173.96
95,2025-02-12 04:42:14.038839,Starbucks,334.15
10,2025-02-24 22:58:49.038839,Amazon,361.07
45,2025-02-20 23:29:42.038839,Target,134.19
26,2025-02-06 20:42:43.038839,Target,390.48
63,2025-02-07 08:34:34.038839,Apple Store,98.95
76,2025-02-26 03:25:20.038839,Costco,138.59
27,2025-03-02 09:07:26.038839,Target,36.15
34,2025-02-02 20:14:55.038839,Adidas,294.11
56,2025-02-11 10:24:20.038839,Nike,330.64
13,2025-02-26 13:16:57.038839,eBay,421.49
53,2025-02-23 07:03:05.038839,Adidas,215.41
50,2025-02-16 00:26:18.038839,Costco,206.23
43,2025-02-19 14:45:02.038839,Target,158.48
79,2025-02-28 08:06:38.038839,eBay,319.8
80,2025-02-24 05:34:53.038839,Apple Store,51.81
62,2025-02-12 00:56:16.038839,Amazon,167.65
20,2025-03-02 18:56:12.038839,Adidas,310.09
88,2025-03-01 02:41:22.038839,Costco,95.8
23,2025-03-01 12:42:27.038839,BestBuy,124.43
76,2025-02-23 11:29:45.038839,Costco,443.59
11,2025-02-04 11:36:00.038839,eBay,222.82
70,2025-02-23 03:54:24.038839,Adidas,450.98
3,2025-02-12 13:23:15.038839,eBay,106.85
22,2025-02-04 08:38:49.038839,Amazon,469.88
53,2025-02-09 17:44:03.038839,Starbucks,73.94
13,2025-02-03 14:51:49.038839,Walmart,456.49
40,2025-02-07 06:21:32.038839,Nike,413.07
59,2025-02-28 03:56:43.038839,Target,3.66
53,2025-02-12 19:38:40.038839,Costco,200.49
58,2025-03-01 13:00:20.038839,Apple Store,497.36
2,2025-02-26 08:34:50.038839,Target,103.11
22,2025-02-16 05:02:02.038839,BestBuy,58.35
73,2025-02-28 16:11:32.038839,Costco,69.54
38,2025-02-24 01:34:31.038839,BestBuy,275.8
63,2025-03-01 03:35:14.038839,Amazon,308.92
62,2025-02-08 03:03:26.038839,UnknownMerchantXYZ,148.88
46,2025-02-25 18:12:19.038839,BestBuy,486.82
32,2025-02-06 22:17:13.038839,Amazon,394.71
9,2025-02-19 13:59:13.038839,BestBuy,231.31
52,2025-02-15 20:33:08.038839,Nike,216.55
19,2025-02-28 23:21:41.038839,Target,441.58
84,2025-03-02 11:11:48.038839,Costco,179.44
4,2025-02-18 08:57:44.038839,eBay,270.0
97,2025-02-03 01:49:03.038839,BestBuy,200.08
86,2025-02-22 19:03:33.038839,Costco,108.76
48,2025-02-27 01:41:37.038839,Starbucks,192.09
63,2025-02-22 20:41:52.038839,Target,149.12
64,2025-02-16 17:44:54.038839,Starbucks,279.43
30,2025-02-13 05:11:55.038839,Costco,368.1
52,2025-02-04 11:37:43.038839,Apple Store,254.93
73,2025-04-01 02:16:37.166554,Nike,425.92
98,2025-02-16 02:56:00.038839,Amazon,299.03
61,2025-03-23 02:16:37.150016,Apple Store,191.01
96,2025-02-15 23:34:55.038839,Starbucks,26.87
5,2025-02-05 19:08:29.038839,BestBuy,280.43
70,2025-02-24 12:58:23.038839,UnknownMerchantXYZ,20.27
50,2025-02-07 06:05:11.038839,Costco,487.94
93,2025-02-22 20:39:51.038839,Costco,413.57
42,2025-02-22 20:32:05.038839,Amazon,188.85
89,2025-02-15 10:21:06.038839,Adidas,456.81
7,2025-02-15 06:56:56.038839,Walmart,168.35
17,2025-03-03 08:28:11.038839,Apple Store,48.89
43,2025-02-11 05:50:00.038839,Starbucks,242.64
44,2025-02-28 22:09:05.038839,BestBuy,418.8
79,2025-02-13 21:44:20.038839,Target,150.37
77,2025-02-13 21:44:24.038839,Nike,473.04
36,2025-02-05 21:32:37.038839,Walmart,295.77
40,2025-02-14 10:37:39.038839,Starbucks,207.11
27,2025-02-20 14:26:52.038839,Walmart,396.07
67,2025-02-07 17:58:19.038839,Nike,111.95
24,2025-02-27 09:26:43.038839,Target,96.02
42,2025-02-17 22:12:43.038839,Adidas,16.27
7,2025-02-03 16:36:46.038839,Target,362.81
85,2025-02-13 04:23:58.038839,Amazon,70.77
21,2025-02-04 07:14:51.038839,Costco,319.38
25,2025-02-09 16:12:26.038839,Target,458.72
9,2025-02-21 16:46:08.038839,Amazon,150.21
69,2025-02-07 01:32:03.038839,Apple Store,460.11
77,2025-02-06 12:41:28.038839,Adidas,104.73
49,2025-02-22 07:15:36.038839,eBay,16.97
83,2025-02-17 01:57:13.038839,Walmart,446.8
92,2025-04-02 02:16:37.124213,Amazon,130.2
51,2025-02-03 13:25:26.038839,Adidas,145.56
97,2025-02-15 14:45:29.038839,eBay,370.55
54,2025-02-13 17:40:56.038839,BestBuy,161.5
65,2025-02-06 01:53:46.038839,Target,23.01
35,2025-02-17 20:04:05.038839,eBay,37.29
21,2025-02-28 23:42:22.038839,Costco,340.72
68,2025-03-03 10:40:26.038839,Amazon,322.49
73,2025-02-25 06:53:26.038839,Amazon,9.83
10,2025-02-02 22:42:52.038839,BestBuy,331.48
38,2025-02-08 11:08:24.038839,Amazon,361.58
58,2025-02-25 02:23:57.038839,Apple Store,331.23
22,2025-02-03 01:39:06.038839,Starbucks,383.41
97,2025-02-22 14:52:14.038839,Apple Store,27.63
26,2025-02-17 13:26:22.038839,Target,341.84
20,2025-02-12 15:13:00.038839,Nike,337.72
89,2025-02-08 09:37:00.038839,Nike,489.91
41,2025-02-04 06:11:19.038839,eBay,429.96
27,2025-02-13 19:25:51.038839,Costco,323.61
71,2025-02-12 03:17:59.038839,BestBuy,58.68
38,2025-02-08 15:55:49.038839,Target,251.68
93,2025-02-17 22:43:02.038839,BestBuy,370.86
68,2025-02-26 08:29:39.038839,Amazon,1929.2513699673361
53,2025-03-02 16:03:55.038839,BestBuy,286.29
98,2025-02-05 02:23:09.038839,BestBuy,66.37
69,2025-02-25 12:44:17.038839,Apple Store,142.53
69,2025-02-13 09:01:19.038839,BestBuy,437.14
62,2025-02-09 09:18:17.038839,Starbucks,391.14
36,2025-02-23 20:29:38.038839,Apple Store,122.08
93,2025-02-23 20:29:46.038839,Adidas,112.14
78,2025-02-26 03:44:37.038839,Target,20.81
23,2025-02-22 14:07:54.038839,Starbucks,182.81
19,2025-02-25 03:55:59.038839,Walmart,162.21
43,2025-02-11 04:45:26.038839,Costco,305.45
98,2025-02-28 23:35:29.038839,eBay,428.81
94,2025-02-11 15:05:24.038839,Amazon,100.25
34,2025-02-08 07:24:44.038839,Starbucks,209.43
66,2025-02-25 08:02:22.038839,Apple Store,1667.3096102677932
52,2025-02-14 18:38:30.038839,eBay,493.06
43,2025-02-10 11:21:15.038839,eBay,281.11
81,2025-02-11 15:59:48.038839,Starbucks,207.36
33,2025-02-19 11:49:38.038839,BestBuy,289.21
23,2025-02-16 12:19:53.038839,BestBuy,299.41
55,2025-02-20 22:35:37.038839,Costco,32.8
17,2025-03-01 18:51:48.038839,Amazon,354.27
55,2025-02-20 04:25:58.038839,BestBuy,286.59
77,2025-02-19 14:32:04.038839,eBay,176.63
73,2025-03-02 03:46:58.038839,BestBuy,428.63
78,2025-02-19 06:39:42.038839,Starbucks,232.66
3,2025-02-16 18:19:50.038839,Walmart,245.24
64,2025-03-01 09:59:54.038839,Apple Store,399.01
75,2025-02-10 01:57:08.038839,Starbucks,56.08
66,2025-02-05 03:13:41.038839,UnknownMerchantXYZ,122.2
92,2025-02-09 09:49:50.038839,Apple Store,215.77
